시도,시군구,설치장소,도로명주소,위도,경도
전라남도,신안군,반월도보건진료소,전라남도 신안군 안좌면 반월도길 211,,
전라남도,신안군,자라도보건진료소,전라남도 신안군 안좌면 자라도길 70,,
전라남도,신안군,당사도보건진료소,전라남도 신안군 암태면 당사도길 156-30,,
전라남도,신안군,추포도보건진료소,전라남도 신안군 암태면 승봉로 491,,
전라남도,신안군,대일약국,전라남도 신안군 지도읍 봉리길 9,,
전라남도,신안군,지도중앙 약국,전라남도 신안군 지도읍 봉리길 16-1,,
전라남도,신안군,지도행복 약국,전라남도 신안군 지도읍 봉리길 3,,
전라남도,신안군,천사 약국,전라남도 신안군 압해읍 압해로 872,,
전라남도,신안군,압해종로 약국,전라남도 신안군 압해읍 압해로 869,,
전라남도,신안군,유한 약국,전라남도 신안군 임자면 임자로 146,,
전라남도,신안군,신안 약국,전라남도 신안군 자은면 구영2길 46,,
전라남도,신안군,세명 약국,전라남도 신안군 비금면 송치길 155-19,,
전라남도,신안군,녹십자 약국,전라남도 신안군 흑산면 예리1길 68-4,,
전라남도,신안군,대창 약국,전라남도 신안군 안좌면 중부로 852,,
전라남도,신안군,구영 약국,전라남도 신안군 암태면 중부로 1820-4,,
경기도,고양시,가은약국,"경기도 고양시 일산서구 탄중로233번길 25, 105호 (탄현동, 외 1필지 양우프라자)",,
경기도,고양시,강선약국   ,"경기도 고양시 일산서구 대산로 117, 101호 (주엽동)",,
경기도,고양시,건강한약국,"경기도 고양시 일산서구 일산로 526, 1층 (일산동, 진송빌딩)",,
경기도,고양시,굿모닝약국,"경기도 고양시 덕양구 화중로 76, 406호 (화정동, 대감빌딩)",,
경기도,고양시,그레이스온누리약국,"경기도 고양시 덕양구 중앙로 548, 102호 (행신동, 현대프라자)",,
경기도,고양시,나무온누리약국,"경기도 고양시 일산동구 중산로 105, 107호 (중산동, 현해프라자)",,
경기도,고양시,대원약국,"경기도 고양시 일산서구 중앙로 1426, 105,106호 (주엽동, 일송노블레스)",,
경기도,고양시,대화건강약국,"경기도 고양시 일산서구 중앙로 1563, 103호 (대화동, 영림브레아)",,
경기도,고양시,동우약국,"경기도 고양시 덕양구 화신로260번길 57, 요진타워 305호 (화정동)",,
경기도,고양시,마트약국,"경기도 고양시 일산동구 중앙로 1124, 2(일부)층 (백석동, 이마트)",,
경기도,고양시,명보약국,"경기도 고양시 덕양구 중앙로472번길 73 (행신동,1층)",,
경기도,고양시,보명약국,경기도 고양시 덕양구 혜음로 9 (고양동),,
경기도,고양시,보성약국,경기도 고양시 덕양구 삼송로 189-7 (삼송동),,
경기도,고양시,보영약국,"경기도 고양시 일산서구 대화2로 137, 상가동 104호 (대화동, 대화마을)",,
경기도,고양시,봄약국,"경기도 고양시 일산동구 장백로 56, 204-2호 (백석동, 크리스탈빌딩)",,
경기도,고양시,사랑약국,"경기도 고양시 일산서구 후곡로 19, 304호 (일산동, 평화프라자 )",,
경기도,고양시,사랑플러스약국,"경기도 고양시 일산동구 중앙로 1079, 백석역 더리브 스타일 1층 124호 (백석동)",,
경기도,고양시,삼정약국,"경기도 고양시 덕양구 중앙로 478, 103호 (행신동, 행신미원프라자)",,
경기도,고양시,새사랑약국,"경기도 고양시 일산서구 중앙로 1416, 201-1호 (주엽동, 한사랑빌딩)",,
경기도,고양시,수생약국   ,경기도 고양시 덕양구 원당로33번길 30 (주교동),,
경기도,고양시,수정약국,"경기도 고양시 덕양구 충장로 140, 303동 (행신동, 썬프라자)",,
경기도,고양시,스마일약국,"경기도 고양시 일산서구 호수로 817, 레이킨스몰 2층 242호 (대화동)",,
경기도,고양시,시민약국,"경기도 고양시 일산동구 고양대로 762, 104호 (중산동, 하늘빌딩)",,
경기도,고양시,신중앙약국,"경기도 고양시 덕양구 중앙로 550, 104호 (행신동, 삼일프라자)",,
경기도,고양시,애플약국,"경기도 고양시 일산서구 킨텍스로 217-23, 일산 더샵 그라비스타 102-10호 (대화동)",,
경기도,고양시,연세약국,"경기도 고양시 일산서구 중앙로 1371, 1층 61,62호 (주엽동, 뉴서울상가)",,
경기도,고양시,열린약국,"경기도 고양시 일산서구 일산로 523, 108호 (일산동, 보성상가)",,
경기도,고양시,영재약국,"경기도 고양시 덕양구 토당로 115 (토당동, 금호프라자)",,
경기도,고양시,온누리시민약국,"경기도 고양시 일산동구 중앙로 1228, 1(일부)층 (마두동, KT고양지사)",,
경기도,고양시,온누리은하수약국,"경기도 고양시 일산동구 강촌로 157, 303호 (마두동, 서울코아)",,
경기도,고양시,원흥메디컬약국,"경기도 고양시 덕양구 권율대로 685, 105호,106호 (원흥동)",,
경기도,고양시,유스약국,"경기도 고양시 덕양구 동세로 63, 1층 (삼송동, 강남프라자)",,
경기도,고양시,윤진약국,"경기도 고양시 덕양구 중앙로 554, 103호 (행신동, 희성프라자)",,
경기도,고양시,이편한온누리약국,"경기도 고양시 일산서구 주화로 180, 104호 (대화동, 월드메르디앙)",,
경기도,고양시,일산굿모닝약국,"경기도 고양시 일산서구 호수로856번길 74-9, 1층 (대화동)",,
경기도,고양시,일산선약국,"경기도 고양시 일산서구 가좌1로 53, 110호 (가좌동, 샤르망프라자)",,
경기도,고양시,정문온누리약국,"경기도 고양시 일산동구 일산로 328, 103,104호 (마두동, 수색조합상가)",,
경기도,고양시,지성약국,"경기도 고양시 일산서구 중앙로 1419, 102호 (주엽동, 정도프라자)",,
경기도,고양시,참약사참약국,"경기도 고양시 덕양구 동송로 63, 1층 103호 (삼송동)",,
경기도,고양시,청구약국,"경기도 고양시 일산동구 노루목로 107, 111호 (장항동, 청구APT상가)",,
경기도,고양시,큰곰약국,"경기도 고양시 덕양구 혜음로 9, 정호빌딩 1층 2,3호 (고양동)",,
경기도,고양시,큰믿음약국,"경기도 고양시 일산서구 호수로856번길 73-4, 1(좌측)층 (대화동)",,
경기도,고양시,평강약국,"경기도 고양시 덕양구 호국로 822, 1층 119호 (성사동, 명지캐럿86)",,
경기도,고양시,푸른바다약국,"경기도 고양시 일산서구 중앙로 1559, 107호 (대화동, 씨티타워)",,
경기도,고양시,풍동메디칼약국,"경기도 고양시 일산동구 숲속마을1로 77, 106호 (풍동, 그린메디피아빌딩)",,
경기도,고양시,한마음약국,경기도 고양시 덕양구 삼송로 12 (원흥동),,
경기도,고양시,행복약국,"경기도 고양시 일산서구 일산로 538, 103호 (일산동, 일신2조합)",,
경기도,고양시,행복한약국,"경기도 고양시 일산동구 강송로73번길 7-19, 1층 (백석동)",,
경기도,고양시,향동온누리약국,"경기도 고양시 덕양구 꽃마을로 4, 퍼스트타워 1층 (향동동)",,
경기도,구리시,구리시보건소,경기 구리시 건원대로34번길 84 구리보건소,37.60477591,127.1451944
경기도,구리시,수택보건지소,경기 구리시 체육관로 74 구리시행정복지센터,37.59152783,127.1386195
경기도,구리시,갈매보건지소,경기 구리시 산마루로 24 신성타워 5층,37.63112812,127.116558
경상남도,거제시,거제시보건소,경상남도 거제시 수양로 506,,
경상남도,거제시,일운면보건지소,경상남도 거제시 일운면 지세포해안로 105,,
경상남도,거제시,동부면보건지소,경상남도 거제시 동부면 동부로2길 21-1,,
경상남도,거제시,남부면보건지소,경상남도 거제시 남부면 저구1길 37-1,,
경상남도,거제시,둔덕면보건지소,경상남도 거제시 둔덕면 거제남서로 4606,,
경상남도,거제시,사등면보건지소,경상남도 거제시 사등면 성포로 104-1,,
경상남도,거제시,연초면보건지소,경상남도 거제시 연초면 죽토로 11,,
경상남도,거제시,하청면보건지소,경상남도 거제시 하청면 하청로 12-9,,
경상남도,거제시,장목면보건지소,경상남도 거제시 장목면 거제북로 1195,,
경상남도,거제시,칠천보건지소,경상남도 거제시 하청면 칠천로 274,,
경상남도,거제시,거제면보건지소,경상남도 거제시 거제면 읍내로 7길 23,,
경상남도,거제시,구조라보건진료소,경상남도 거제시 일운면 구조라로 22,,
경상남도,거제시,망치보건진료소,경상남도 거제시 일운면 망치2길 12,,
경상남도,거제시,학동보건진료소,경상남도 거제시 동부면 거제중앙로 21,,
경상남도,거제시,가배보건진료소,경상남도 거제시 동부면 거제남서로 2269,,
경상남도,거제시,산달보건진료소,경상남도 거제시 거제면 산달1길 12,,
경상남도,거제시,화도보건진료소,경상남도 거제시 둔덕면 화도길 139,,
경상남도,거제시,가조보건진료소,경상남도 거제시 사등면 가조로 1298,,
경상남도,거제시,한내보건진료소,경상남도 거제시 연초면 연하해안로 796,,
경상남도,거제시,명동보건진료소,경상남도 거제시 연초면 대금산로 386,,
경상남도,거제시,덕곡보건진료소,경상남도 거제시 하청면 덕곡3길 5,,
경상남도,거제시,구영보건진료소,경상남도 거제시 장목면 거제북로 1918-1,,
경상남도,거제시,외포보건진료소,경상남도 거제시 장목면 외포4길 12,,
경상남도,거제시,일운면사무소,경상남도 거제시 일운면 지세포4길 7,,
경상남도,거제시,동부면사무소,경상남도 거제시 동부면 동부로 16,,
경상남도,거제시,남부면사무소,경상남도 거제시 남부면 남부해안로 30,,
경상남도,거제시,거제면사무소,경상남도 거제시 거제면 서상길 1,,
경상남도,거제시,둔덕면사무소,경상남도 거제시 둔덕면 거제남서로 4620,,
경상남도,거제시,사등면사무소,경상남도 거제시 사등면 성포로 104,,
경상남도,거제시,연초면사무소,경상남도 거제시 연초면 죽토로 11,,
경상남도,거제시,하청면사무소,경상남도 거제시 하청면 하청로 12-7,,
경상남도,거제시,장목면사무소,경상남도 거제시 장목면 장동1길 46-1,,
경상남도,거제시,장승포동주민센터,경상남도 거제시 장승로 146-25,,
경상남도,거제시,능포동주민센터,경상남도 거제시 능포로 182,,
경상남도,거제시,아주동주민센터,경상남도 거제시 탑곡로 73,,
경상남도,거제시,옥포1동주민센터,경상남도 거제시 옥포로2길7,,
경상남도,거제시,옥포2동행정복지센터,경상남도 거제시 옥포로 25길 20,,
경상남도,거제시,장평동주민센터,경상남도 거제시 장평3로 10,,
경상남도,거제시,고현동주민센터,경상남도 거제시 거제중앙로 13길 24,,
경상남도,거제시,상문동주민센터,경상남도 거제시 거제중앙로 1641,,
경상남도,거제시,수양동주민센터,경상남도 거제시 제산로5길 26,,
